# Estate surface temperature export. Three-hourly, degrees Celsius.
# Basin Met Cell. Summer season only (1 Jun to 30 Sep) for each year held.
# EXERCISE NORTHWIND SHELF - TRAINING SYNTHETIC. All stations, assets and readings are invented.
sensor_id,asset,date,hour_utc,surface_temp_c
SLW-DECK-01,"Selwyn Bridge, south approach",2026-09-30,1800,25.0
SLW-DECK-01,"Selwyn Bridge, south approach",2026-09-30,2100,16.0
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-01,0000,7.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-01,0300,5.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-01,0600,6.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-01,0900,15.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-01,1200,24.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-01,1500,29.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-01,1800,21.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-01,2100,12.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-02,0000,6.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-02,0300,4.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-02,0600,5.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-02,0900,14.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-02,1200,23.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-02,1500,28.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-02,1800,20.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-02,2100,11.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-03,0000,9.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-03,0300,7.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-03,0600,8.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-03,0900,17.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-03,1200,26.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-03,1500,31.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-03,1800,23.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-03,2100,14.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-04,0000,6.6
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-04,0300,4.6
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-04,0600,5.6
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-04,0900,14.6
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-04,1200,23.6
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-04,1500,28.6
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-04,1800,20.6
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-04,2100,11.6
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-05,0000,8.8
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-05,0300,6.8
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-05,0600,7.8
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-05,0900,16.8
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-05,1200,25.8
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-05,1500,30.8
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-05,1800,22.8
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-05,2100,13.8
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-06,0000,5.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-06,0300,3.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-06,0600,4.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-06,0900,13.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-06,1200,22.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-06,1500,27.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-06,1800,19.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-06,2100,10.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-07,0000,10.4
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-07,0300,8.4
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-07,0600,9.4
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-07,0900,18.4
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-07,1200,27.4
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-07,1500,32.4
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-07,1800,24.4
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-07,2100,15.4
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-08,0000,7.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-08,0300,5.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-08,0600,6.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-08,0900,15.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-08,1200,24.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-08,1500,29.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-08,1800,21.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-08,2100,12.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-09,0000,6.0
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-09,0300,4.0
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-09,0600,5.0
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-09,0900,14.0
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-09,1200,23.0
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-09,1500,28.0
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-09,1800,20.0
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-09,2100,11.0
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-10,0000,9.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-10,0300,7.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-10,0600,8.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-10,0900,17.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-10,1200,26.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-10,1500,31.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-10,1800,23.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-10,2100,14.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-11,0000,8.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-11,0300,6.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-11,0600,7.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-11,0900,16.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-11,1200,25.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-11,1500,30.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-11,1800,22.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-11,2100,13.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-12,0000,4.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-12,0300,2.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-12,0600,3.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-12,0900,12.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-12,1200,21.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-12,1500,26.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-12,1800,18.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-12,2100,9.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-13,0000,9.1
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-13,0300,7.1
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-13,0600,8.1
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-13,0900,17.1
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-13,1200,26.1
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-13,1500,31.1
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-13,1800,23.1
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-13,2100,14.1
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-14,0000,6.9
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-14,0300,4.9
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-14,0600,5.9
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-14,0900,14.9
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-14,1200,23.9
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-14,1500,28.9
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-14,1800,20.9
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-14,2100,11.9
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-15,0000,10.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-15,0300,8.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-15,0600,9.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-15,0900,18.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-15,1200,27.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-15,1500,32.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-15,1800,24.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-15,2100,15.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-16,0000,5.8
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-16,0300,3.8
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-16,0600,4.8
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-16,0900,13.8
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-16,1200,22.8
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-16,1500,27.8
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-16,1800,19.8
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-16,2100,10.8
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-17,0000,8.4
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-17,0300,6.4
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-17,0600,7.4
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-17,0900,16.4
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-17,1200,25.4
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-17,1500,30.4
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-17,1800,22.4
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-17,2100,13.4
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-18,0000,9.5
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-18,0300,7.5
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-18,0600,8.5
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-18,0900,17.5
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-18,1200,26.5
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-18,1500,31.5
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-18,1800,23.5
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-18,2100,14.5
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-19,0000,6.4
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-19,0300,4.4
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-19,0600,5.4
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-19,0900,14.4
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-19,1200,23.4
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-19,1500,28.4
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-19,1800,20.4
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-19,2100,11.4
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-20,0000,7.5
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-20,0300,5.5
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-20,0600,6.5
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-20,0900,15.5
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-20,1200,24.5
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-20,1500,29.5
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-20,1800,21.5
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-20,2100,12.5
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-21,0000,9.9
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-21,0300,7.9
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-21,0600,8.9
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-21,0900,17.9
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-21,1200,26.9
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-21,1500,31.9
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-21,1800,23.9
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-21,2100,14.9
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-22,0000,5.5
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-22,0300,3.5
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-22,0600,4.5
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-22,0900,13.5
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-22,1200,22.5
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-22,1500,27.5
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-22,1800,19.5
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-22,2100,10.5
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-23,0000,8.0
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-23,0300,6.0
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-23,0600,7.0
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-23,0900,16.0
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-23,1200,25.0
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-23,1500,30.0
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-23,1800,22.0
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-23,2100,13.0
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-24,0000,8.6
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-24,0300,6.6
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-24,0600,7.6
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-24,0900,16.6
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-24,1200,25.6
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-24,1500,30.6
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-24,1800,22.6
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-24,2100,13.6
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-25,0000,4.9
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-25,0300,2.9
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-25,0600,3.9
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-25,0900,12.9
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-25,1200,21.9
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-25,1500,26.9
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-25,1800,18.9
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-25,2100,9.9
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-26,0000,10.6
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-26,0300,8.6
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-26,0600,9.6
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-26,0900,18.6
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-26,1200,27.6
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-26,1500,32.6
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-26,1800,24.6
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-26,2100,15.6
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-27,0000,7.1
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-27,0300,5.1
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-27,0600,6.1
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-27,0900,15.1
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-27,1200,24.1
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-27,1500,29.1
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-27,1800,21.1
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-27,2100,12.1
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-28,0000,9.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-28,0300,7.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-28,0600,8.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-28,0900,17.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-28,1200,26.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-28,1500,31.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-28,1800,23.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-28,2100,14.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-29,0000,6.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-29,0300,4.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-29,0600,5.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-29,0900,14.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-29,1200,23.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-29,1500,28.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-29,1800,20.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-29,2100,11.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-30,0000,7.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-30,0300,5.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-30,0600,6.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-30,0900,15.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-30,1200,24.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-30,1500,29.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-30,1800,21.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-06-30,2100,12.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-01,0000,10.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-01,0300,8.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-01,0600,9.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-01,0900,18.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-01,1200,27.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-01,1500,32.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-01,1800,24.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-01,2100,15.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-02,0000,9.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-02,0300,7.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-02,0600,8.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-02,0900,17.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-02,1200,26.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-02,1500,31.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-02,1800,23.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-02,2100,14.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-03,0000,12.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-03,0300,10.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-03,0600,11.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-03,0900,20.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-03,1200,29.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-03,1500,34.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-03,1800,26.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-03,2100,17.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-04,0000,9.6
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-04,0300,7.6
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-04,0600,8.6
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-04,0900,17.6
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-04,1200,26.6
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-04,1500,31.6
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-04,1800,23.6
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-04,2100,14.6
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-05,0000,11.8
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-05,0300,9.8
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-05,0600,10.8
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-05,0900,19.8
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-05,1200,28.8
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-05,1500,33.8
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-05,1800,25.8
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-05,2100,16.8
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-06,0000,8.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-06,0300,6.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-06,0600,7.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-06,0900,16.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-06,1200,25.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-06,1500,30.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-06,1800,22.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-06,2100,13.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-07,0000,13.4
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-07,0300,11.4
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-07,0600,12.4
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-07,0900,21.4
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-07,1200,30.4
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-07,1500,35.4
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-07,1800,27.4
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-07,2100,18.4
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-08,0000,10.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-08,0300,8.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-08,0600,9.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-08,0900,18.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-08,1200,27.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-08,1500,32.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-08,1800,24.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-08,2100,15.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-09,0000,9.0
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-09,0300,7.0
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-09,0600,8.0
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-09,0900,17.0
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-09,1200,26.0
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-09,1500,31.0
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-09,1800,23.0
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-09,2100,14.0
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-10,0000,12.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-10,0300,10.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-10,0600,11.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-10,0900,20.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-10,1200,29.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-10,1500,34.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-10,1800,26.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-10,2100,17.3
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-11,0000,11.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-11,0300,9.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-11,0600,10.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-11,0900,19.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-11,1200,28.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-11,1500,33.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-11,1800,25.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-11,2100,16.2
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-12,0000,7.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-12,0300,5.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-12,0600,6.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-12,0900,15.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-12,1200,24.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-12,1500,29.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-12,1800,21.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-12,2100,12.7
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-13,0000,12.1
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-13,0300,10.1
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-13,0600,11.1
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-13,0900,20.1
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-13,1200,29.1
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-13,1500,34.1
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-13,1800,26.1
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-13,2100,17.1
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-14,0000,9.9
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-14,0300,7.9
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-14,0600,8.9
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-14,0900,17.9
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-14,1200,26.9
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-14,1500,31.9
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-14,1800,23.9
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-14,2100,14.9
SLW-DECK-03,"Selwyn Bridge, north approach",2024-07-15,0000,13.2
