# Basin gauge series. Daily mean stage, metres above station datum.
# Basin Hydrology Cell. Observed rows to 2026-08-22; forecast rows 2026-09-01 to 2026-12-31. No rows for 23 to 31 August 2026.
# EXERCISE NORTHWIND SHELF - TRAINING SYNTHETIC. All stations, assets and readings are invented.
station_id,station_name,date,gauge_m,basis,quality
SEL-01,Upper Selwyn at Marrow,2026-07-20,1.81,observed,good
SEL-01,Upper Selwyn at Marrow,2026-07-21,2.01,observed,good
SEL-01,Upper Selwyn at Marrow,2026-07-22,1.91,observed,good
SEL-01,Upper Selwyn at Marrow,2026-07-23,2.06,observed,good
SEL-01,Upper Selwyn at Marrow,2026-07-24,1.86,observed,estimated
SEL-01,Upper Selwyn at Marrow,2026-07-25,1.98,observed,good
SEL-01,Upper Selwyn at Marrow,2026-07-26,2.03,observed,good
SEL-01,Upper Selwyn at Marrow,2026-07-27,1.89,observed,good
SEL-01,Upper Selwyn at Marrow,2026-07-28,1.94,observed,good
SEL-01,Upper Selwyn at Marrow,2026-07-29,2.05,observed,good
SEL-01,Upper Selwyn at Marrow,2026-07-30,1.85,observed,good
SEL-01,Upper Selwyn at Marrow,2026-07-31,1.96,observed,good
SEL-01,Upper Selwyn at Marrow,2026-08-01,2.14,observed,good
SEL-01,Upper Selwyn at Marrow,2026-08-02,1.97,observed,good
SEL-01,Upper Selwyn at Marrow,2026-08-03,2.23,observed,good
SEL-01,Upper Selwyn at Marrow,2026-08-04,2.07,observed,good
SEL-01,Upper Selwyn at Marrow,2026-08-05,2.17,observed,good
SEL-01,Upper Selwyn at Marrow,2026-08-06,2.03,observed,good
SEL-01,Upper Selwyn at Marrow,2026-08-07,2.10,observed,good
SEL-01,Upper Selwyn at Marrow,2026-08-08,2.10,observed,good
SEL-01,Upper Selwyn at Marrow,2026-08-09,2.03,observed,good
SEL-01,Upper Selwyn at Marrow,2026-08-10,2.19,observed,good
SEL-01,Upper Selwyn at Marrow,2026-08-11,2.05,observed,good
SEL-01,Upper Selwyn at Marrow,2026-08-12,2.15,observed,good
SEL-01,Upper Selwyn at Marrow,2026-08-13,1.99,observed,good
SEL-01,Upper Selwyn at Marrow,2026-08-14,2.22,observed,good
SEL-01,Upper Selwyn at Marrow,2026-08-15,2.08,observed,good
SEL-01,Upper Selwyn at Marrow,2026-08-16,2.02,observed,good
SEL-01,Upper Selwyn at Marrow,2026-08-17,2.17,observed,good
SEL-01,Upper Selwyn at Marrow,2026-08-18,2.12,observed,good
SEL-01,Upper Selwyn at Marrow,2026-08-19,1.96,observed,good
SEL-01,Upper Selwyn at Marrow,2026-08-20,2.16,observed,good
SEL-01,Upper Selwyn at Marrow,2026-08-21,2.06,observed,good
SEL-01,Upper Selwyn at Marrow,2026-08-22,2.21,observed,good
SEL-01,Upper Selwyn at Marrow,2026-09-01,2.32,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-09-02,2.61,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-09-03,2.48,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-09-04,2.61,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-09-05,2.50,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-09-06,2.60,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-09-07,2.63,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-09-08,2.59,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-09-09,2.78,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-09-10,2.67,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-09-11,2.80,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-09-12,2.67,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-09-13,2.93,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-09-14,2.82,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-09-15,2.79,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-09-16,2.97,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-09-17,2.95,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-09-18,2.82,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-09-19,3.05,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-09-20,2.98,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-09-21,3.16,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-09-22,2.99,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-09-23,3.14,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-09-24,3.22,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-09-25,3.11,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-09-26,3.19,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-09-27,3.33,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-09-28,3.16,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-09-29,3.30,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-09-30,3.36,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-10-01,2.82,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-10-02,3.08,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-10-03,2.92,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-10-04,3.02,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-10-05,2.88,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-10-06,2.95,forecast,estimated
SEL-01,Upper Selwyn at Marrow,2026-10-07,2.95,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-10-08,2.88,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-10-09,3.04,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-10-10,2.90,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-10-11,3.00,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-10-12,2.84,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-10-13,3.07,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-10-14,2.93,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-10-15,2.87,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-10-16,3.02,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-10-17,2.97,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-10-18,2.81,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-10-19,3.01,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-10-20,2.91,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-10-21,3.06,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-10-22,2.86,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-10-23,2.98,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-10-24,3.03,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-10-25,2.89,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-10-26,2.94,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-10-27,3.05,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-10-28,2.85,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-10-29,2.96,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-10-30,2.99,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-10-31,2.82,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-11-01,2.73,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-11-02,2.57,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-11-03,2.67,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-11-04,2.53,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-11-05,2.60,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-11-06,2.60,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-11-07,2.53,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-11-08,2.69,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-11-09,2.55,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-11-10,2.65,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-11-11,2.49,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-11-12,2.72,forecast,estimated
SEL-01,Upper Selwyn at Marrow,2026-11-13,2.58,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-11-14,2.52,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-11-15,2.67,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-11-16,2.62,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-11-17,2.46,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-11-18,2.66,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-11-19,2.56,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-11-20,2.71,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-11-21,2.51,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-11-22,2.63,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-11-23,2.68,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-11-24,2.54,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-11-25,2.59,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-11-26,2.70,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-11-27,2.50,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-11-28,2.61,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-11-29,2.64,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-11-30,2.47,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-12-01,2.33,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-12-02,2.17,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-12-03,2.27,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-12-04,2.13,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-12-05,2.20,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-12-06,2.20,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-12-07,2.13,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-12-08,2.29,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-12-09,2.15,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-12-10,2.25,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-12-11,2.09,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-12-12,2.32,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-12-13,2.18,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-12-14,2.12,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-12-15,2.27,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-12-16,2.22,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-12-17,2.06,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-12-18,2.26,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-12-19,2.16,forecast,estimated
SEL-01,Upper Selwyn at Marrow,2026-12-20,2.31,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-12-21,2.11,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-12-22,2.23,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-12-23,2.28,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-12-24,2.14,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-12-25,2.19,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-12-26,2.30,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-12-27,2.10,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-12-28,2.21,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-12-29,2.24,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-12-30,2.07,forecast,good
SEL-01,Upper Selwyn at Marrow,2026-12-31,2.33,forecast,good
SEL-04,Selwyn at Ferry Point reach,2022-01-01,1.98,observed,estimated
SEL-04,Selwyn at Ferry Point reach,2022-01-02,1.91,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-01-03,2.07,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-01-04,1.93,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-01-05,2.03,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-01-06,1.87,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-01-07,2.10,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-01-08,1.96,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-01-09,1.90,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-01-10,2.05,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-01-11,2.00,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-01-12,1.84,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-01-13,2.04,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-01-14,1.94,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-01-15,2.09,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-01-16,1.89,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-01-17,2.01,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-01-18,2.06,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-01-19,1.92,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-01-20,1.97,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-01-21,2.08,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-01-22,1.88,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-01-23,1.99,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-01-24,2.02,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-01-25,1.85,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-01-26,2.11,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-01-27,1.95,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-01-28,2.05,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-01-29,1.91,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-01-30,1.98,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-01-31,1.98,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-02-01,1.86,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-02-02,2.02,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-02-03,1.88,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-02-04,1.98,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-02-05,1.82,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-02-06,2.05,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-02-07,1.91,observed,estimated
SEL-04,Selwyn at Ferry Point reach,2022-02-08,1.85,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-02-09,2.00,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-02-10,1.95,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-02-11,1.79,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-02-12,1.99,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-02-13,1.89,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-02-14,2.04,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-02-15,1.84,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-02-16,1.96,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-02-17,2.01,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-02-18,1.87,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-02-19,1.92,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-02-20,2.03,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-02-21,1.83,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-02-22,1.94,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-02-23,1.97,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-02-24,1.80,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-02-25,2.06,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-02-26,1.90,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-02-27,2.00,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-02-28,1.86,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-03-01,2.08,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-03-02,2.08,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-03-03,2.01,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-03-04,2.17,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-03-05,2.03,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-03-06,2.13,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-03-07,1.97,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-03-08,2.20,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-03-09,2.06,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-03-10,2.00,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-03-11,2.15,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-03-12,2.10,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-03-13,1.94,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-03-14,2.14,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-03-15,2.04,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-03-16,2.19,observed,estimated
SEL-04,Selwyn at Ferry Point reach,2022-03-17,1.99,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-03-18,2.11,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-03-19,2.16,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-03-20,2.02,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-03-21,2.07,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-03-22,2.18,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-03-23,1.98,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-03-24,2.09,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-03-25,2.12,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-03-26,1.95,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-03-27,2.21,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-03-28,2.05,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-03-29,2.15,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-03-30,2.01,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-03-31,2.08,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-04-01,2.23,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-04-02,2.16,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-04-03,2.32,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-04-04,2.18,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-04-05,2.28,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-04-06,2.12,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-04-07,2.35,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-04-08,2.21,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-04-09,2.15,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-04-10,2.30,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-04-11,2.25,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-04-12,2.09,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-04-13,2.29,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-04-14,2.19,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-04-15,2.34,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-04-16,2.14,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-04-17,2.26,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-04-18,2.31,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-04-19,2.17,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-04-20,2.22,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-04-21,2.33,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-04-22,2.13,observed,estimated
SEL-04,Selwyn at Ferry Point reach,2022-04-23,2.24,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-04-24,2.27,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-04-25,2.10,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-04-26,2.36,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-04-27,2.20,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-04-28,2.30,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-04-29,2.16,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-04-30,2.23,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-05-01,2.18,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-05-02,2.11,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-05-03,2.27,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-05-04,2.13,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-05-05,2.23,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-05-06,2.07,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-05-07,2.30,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-05-08,2.16,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-05-09,2.10,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-05-10,2.25,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-05-11,2.20,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-05-12,2.04,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-05-13,2.24,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-05-14,2.14,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-05-15,2.29,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-05-16,2.09,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-05-17,2.21,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-05-18,2.26,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-05-19,2.12,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-05-20,2.17,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-05-21,2.28,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-05-22,2.08,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-05-23,2.19,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-05-24,2.22,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-05-25,2.05,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-05-26,2.31,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-05-27,2.15,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-05-28,2.25,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-05-29,2.11,observed,estimated
SEL-04,Selwyn at Ferry Point reach,2022-05-30,2.18,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-05-31,2.18,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-06-01,2.26,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-06-02,2.42,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-06-03,2.28,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-06-04,2.38,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-06-05,2.22,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-06-06,2.45,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-06-07,2.31,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-06-08,2.25,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-06-09,2.40,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-06-10,2.35,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-06-11,2.19,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-06-12,2.39,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-06-13,2.29,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-06-14,2.44,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-06-15,2.24,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-06-16,2.36,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-06-17,2.41,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-06-18,2.27,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-06-19,2.32,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-06-20,2.43,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-06-21,2.23,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-06-22,2.34,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-06-23,2.37,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-06-24,2.20,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-06-25,2.46,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-06-26,2.30,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-06-27,2.40,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-06-28,2.26,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-06-29,2.33,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-06-30,2.33,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-07-01,2.36,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-07-02,2.52,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-07-03,2.38,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-07-04,2.48,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-07-05,2.32,observed,estimated
SEL-04,Selwyn at Ferry Point reach,2022-07-06,2.55,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-07-07,2.41,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-07-08,2.35,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-07-09,2.50,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-07-10,2.45,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-07-11,2.29,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-07-12,2.49,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-07-13,2.39,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-07-14,2.54,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-07-15,2.34,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-07-16,2.46,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-07-17,2.51,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-07-18,2.37,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-07-19,2.42,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-07-20,2.53,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-07-21,2.33,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-07-22,2.44,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-07-23,2.47,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-07-24,2.30,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-07-25,2.56,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-07-26,2.40,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-07-27,2.50,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-07-28,2.36,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-07-29,2.43,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-07-30,2.43,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-07-31,2.36,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-08-01,2.67,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-08-02,2.53,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-08-03,2.63,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-08-04,2.47,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-08-05,2.70,observed,good
SEL-04,Selwyn at Ferry Point reach,2022-08-06,2.56,observed,good
